,gene,Level4,source,Phenotypes
7064,GNAS,Limb disorders,gene_panel_384,"ACTH-independent macronodular adrenal hyperplasia 219080 IC;McCune-Albright syndrome, somatic, mosaic 174800;Osseous heteroplasia, progressive 166350;Pseudohypoparathyroidism Ia 103580;Pseudohypoparathyroidism Ib 603233;Pseudohypoparathyroidism Ic 612462;Pseudopseudohypoparathyroidism 612463"
7065,GPC3,Limb disorders,gene_panel_384,"Simpson-Golabi-Behmel syndrome, type 1 312870;Polydactyly"
7066,GRIP1,Limb disorders,gene_panel_384,Fraser syndrome 3 617667;Polydactyly
7067,HDAC8,Limb disorders,gene_panel_384,"Cornelia de Lange syndrome 5, 300882"
7068,HOXA13,Limb disorders,gene_panel_384,"Hand-foot-genital syndrome 140000;Hand-foot-uterus syndrome, 140000;Guttmacher syndrome 176305;Polydactyly"
7069,HOXD13,Limb disorders,gene_panel_384,"Brachydactyly-syndactyly syndrome 610713;Brachydactyly, type D 113200;Brachydactyly, type E 113300;Syndactyly, type V 186300;Synpolydactyly 1 186000;Polydactyly"
7070,IFT27,Limb disorders,gene_panel_384,"Bardet-Biedl syndrome 19, OMIM:615996;Polydactyly"
7071,IHH,Limb disorders,gene_panel_384,"Acrocapitofemoral dysplasia 607778;Brachydactyly, type A1 112500;syndactyly and craniosynostosis;F syndrome"
7072,IQCE,Limb disorders,gene_panel_384,"Polydactyly, postaxial, type A7 OMIM:617642;polydactyly, postaxial, type a7 MONDO:0060550"
7073,KCNH1,Limb disorders,gene_panel_384,"Hypoplasia of terminal phalanges;Temple-Baraitser syndrome, 611816"
7074,KIAA0825,Limb disorders,gene_panel_384,"Polydactyly, postaxial, type A10 OMIM:618498;polydactyly, postaxial, type a10 MONDO:0032785"
7075,KYNU,Limb disorders,gene_panel_384,"Vertebral, cardiac, renal, and limb defects syndrome 2, OMIM:617661;hand hyperphalangism"
7076,LBR,Limb disorders,gene_panel_384,"mesomelia;Greenberg skeletal dysplasia, 215140;rhizomelia;post-axial polydactyly;Polydactyly"
7077,LMBR1,Limb disorders,gene_panel_384,"Polydactyly;Syndactyly, type IV 186200;Laurin-Sandrow syndrome,135750;Acheiropody 200500;Triphalangeal thumb type I,174500;Triphalangeal thumb, type I 174500;Laurin-Sandrow syndrome 135750;Polydactyly, preaxial type II 174500;Hypoplastic or aplastic tibia with polydactyly 188740;Triphalangeal thumb-polysyndactyly syndrome 174500;Triphalangeal Thumb-Polysyndactyly Syndrome"
7078,LMX1B,Limb disorders,gene_panel_384,Nail-patella syndrome 161200
7079,LRP4,Limb disorders,gene_panel_384,"Cenani-Lenz syndactyly syndrome, OMIM:212780;CLSS;Cenani syndactyly;Cenani-Lenz syndactyly;Syndactyly type 7;Polydactyly"
7080,LZTFL1,Limb disorders,gene_panel_384,Bardet-Biedl syndrome 17 615994;Polydactyly
7081,MECOM,Limb disorders,gene_panel_384,"Radioulnar synostosis with amegakaryocytic thrombocytopenia 2, OMIM:616738;radioulnar synostosis with amegakaryocytic thrombocytopenia 2, MONDO:0014758"
7082,MEGF8,Limb disorders,gene_panel_384,Polydactyly;Carpenter syndrome 2 614976
7083,MKKS,Limb disorders,gene_panel_384,"Polydactyly;Bardet-Biedl syndrome 6, 605231;McKusick-Kaufman syndrome, 236700"
7084,MKS1,Limb disorders,gene_panel_384,"Bardet-Biedl syndrome 13 615990;Meckel syndrome 1 249000;Joubert syndrome 28, 617121;Polydactyly"
7085,MYCN,Limb disorders,gene_panel_384,Feingold syndrome (Microcephaly-oculo-digito-esophageal-duodenal) 164280
7086,NIPBL,Limb disorders,gene_panel_384,"CDLS1;upper limb anomalies;Cornelia de Lange syndrome 1 122470;Dislocation of the radial head;Cornelia de Lange syndrome 1, 122470"
7087,NOG,Limb disorders,gene_panel_384,"Brachydactyly, type B2 611377;Multiple synostoses syndrome 1 186500;Stapes ankylosis with broad thumb and toes 184460;Symphalangism, proximal, 1A 185800;Tarsal-carpal coalition syndrome 186570"
7088,NOTCH1,Limb disorders,gene_panel_384,"Adams-Oliver syndrome 5, 616028;Combination of aplasia cutis congenita of the scalp vertex and terminal transverse limb defects (e.g., amputations, syndactyly, brachydactyly, or oligodactyly);AOS;Limb, scalp and skull defects"
7089,PALB2,Limb disorders,gene_panel_384,"Fanconi anemia, complementation group N, 610832;Radial Ray abnormality"
7090,PAX3,Limb disorders,gene_panel_384,"Waardenburg syndrome, type 3, 148820"
7091,PCNT,Limb disorders,gene_panel_384,"Microcephalic osteodysplastic primordial dwarfism, type II 210720"
7092,PDE3A,Limb disorders,gene_panel_384,Hypertension and brachydactyly syndrome 112410
7093,PIK3CA,Limb disorders,gene_panel_384,"Macrodactyly, somatic 155500;Megalencephaly-capillary malformation-polymicrogyria syndrome, somatic 602501;CLOVE syndrome, somatic 612918;Polydactyly;CLAPO syndrome, somatic 613089"
7094,PIK3R2,Limb disorders,gene_panel_384,Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1 603387;Polydactyly
7095,PITX1,Limb disorders,gene_panel_384,"Clubfoot, congenital, with or without deficiency of long bones and/or mirror-image polydactyly 119800;Liebenberg syndrome 186550;Polydactyly"
7096,PORCN,Limb disorders,gene_panel_384,focal dermal hypoplasia 305600;Polydactyly
7097,PRKACB,Limb disorders,gene_panel_384,Postaxial hand polydactyly;Postaxial foot polydactyly;Common atrium;Atrioventricular canal defect;Narrow chest;Abnormality of the teeth;Intellectual disability
7098,PRMT7,Limb disorders,gene_panel_384,"Short stature, brachydactyly, intellectual developmental disability, and seizures 617157;Pseudohypoparathyroidism-like disorder"
7099,PTHLH,Limb disorders,gene_panel_384,"Brachydactyly, type E2 613382"
7100,RAB23,Limb disorders,gene_panel_384,Carpenter syndrome 201000;Polydactyly;ACROCEPHALOPOLYSYNDACTYLY TYPE 2
7101,RBM8A,Limb disorders,gene_panel_384,"Thrombocytopenia-absent radius syndrome, 274000"
7102,RBPJ,Limb disorders,gene_panel_384,"Adams-Oliver syndrome 3, 614814"
7103,RECQL4,Limb disorders,gene_panel_384,"Baller-Gerold syndrome 218600;RAPILINO syndrome 266280;RAPILINO syndrome, 266280;Rothmund-Thomson syndrome, 268400;Rothmund-Thomson syndrome 268400;Baller-Gerold syndrome, 218600"
7104,RNU4ATAC,Limb disorders,gene_panel_384,"Microcephalic osteodysplastic primordial dwarfism, type I 210710;Roifman syndrome 616651"
7105,ROR2,Limb disorders,gene_panel_384,"Brachydactyly, type B1 113000;Robinow syndrome, autosomal recessive 268310"
7106,RPL11,Limb disorders,gene_panel_384,"Diamond-Blackfan anemia 7, 612562;hypoplastic thumb;Radial Ray abnormality;thumb abnormalities"
7107,RPL35A,Limb disorders,gene_panel_384,"upper limb malformation;Diamond-Blackfan anemia 5, 612528;Radial Ray abnormality"
7108,RPL5,Limb disorders,gene_panel_384,"Diamond-Blackfan anemia 6, 612561;Radial Ray abnormality;thumb abnormalities"
7109,RPS10,Limb disorders,gene_panel_384,"upper limb malformation;Diamond-Blackfan anemia 9, 613308;Radial Ray abnormality"
7110,RPS17,Limb disorders,gene_panel_384,"Diamond-Blackfan anemia 4, 612527;Radial Ray abnormality"
7111,RPS19,Limb disorders,gene_panel_384,"Mild radial hypoplasia;Diamond-Blackfan anemia 1, 105650;Hypoplastic thumbs;Absent thumbs;Radial Ray abnormality;Triphalangeal thumbs"
7112,RPS24,Limb disorders,gene_panel_384,"Diamond-Blackfan anemia 3, 610629;Radial Ray abnormality;upper limb malformation"
7113,RPS26,Limb disorders,gene_panel_384,"Diamond-Blackfan anemia 10, 613309;upper limb malformation;Radial Ray abnormality"
7114,RPS7,Limb disorders,gene_panel_384,"Diamond-Blackfan anemia 8, 612563;upper limb malformation;Radial Ray abnormality"
7115,SALL1,Limb disorders,gene_panel_384,"Radial Ray abnormality;Polydactyly;Townes Brocks syndrome (Renal-Ear-Anal-Radial syndrome), 107480;Townes Brocks syndrome (Renal-Ear-Anal-Radial syndrome) 107480"
7116,SALL4,Limb disorders,gene_panel_384,"Polydactyly;IVIC syndrome, 147750;Radial Ray abnormality;IVIC syndrome 147750;Duane-radial ray syndrome, 607323;Okihiro (Duane-radial ray) syndrome 607323"
7117,SF3B4,Limb disorders,gene_panel_384,"Acrofacial dysostosis 1, Nager type, 154400;Acrofacial dysostosis 1, Nager type 154400"
7118,SFRP4,Limb disorders,gene_panel_384,"Pyle disease, 265900;PYL;Metaphyseal dysplasia"
7119,SHOX,Limb disorders,gene_panel_384,"Langer mesomelic dysplasia, 249700;dorsolateral bowed, short radii;bowing of the radius;curved radius;radioulnar shortening;Leri-Weill dyschondrosteosis, 127300"
7120,SLC26A2,Limb disorders,gene_panel_384,"Diastrophic dysplasia, broad bone-platyspondylic variant;Diastrophic dysplasia;Epiphyseal dysplasia, multiple, 4;Atelosteogenesis, type II"
7121,SLX4,Limb disorders,gene_panel_384,"Fanconi anemia, complementation group P, 613951;Radial Ray abnormality"
7122,SMAD6,Limb disorders,gene_panel_384,radioulnar synostosis
7123,SMC1A,Limb disorders,gene_panel_384,"Cornelia de Lange syndrome 2, OMIM:300590;Cornelia de Lange syndrome 2, MONDO:0010370"
7124,SMC3,Limb disorders,gene_panel_384,"Cornelia de Lange syndrome 3 610759;Cornelia de Lange syndrome 3, 610759"
7125,SMO,Limb disorders,gene_panel_384,"Curry-Jones syndrome, somatic mosaic, OMIM:601500;postaxial polydactyly MONDO:0020927;Microcephaly HP:0000252;congenital heart disease MONDO:0005453;Hirschsprung disease MONDO:0018309"
7126,SMOC1,Limb disorders,gene_panel_384,Ophthalmo-acromelic syndrome;Microphthalmia with limb anomalies 206920;Polydactyly
7127,TBX3,Limb disorders,gene_panel_384,"Ulnar-mammary syndrome 181450;Polydactyly;Ulnar-mammary syndrome, 181450;Radial Ray abnormality;Hypoplastic/absent/deformed radius"
7128,TBX4,Limb disorders,gene_panel_384,"Ischiocoxopodopatellar syndrome with or without pulmonary arterial hypertension, OMIM:147891"
7129,TBX5,Limb disorders,gene_panel_384,"Holt-Oram syndrome,142900;Polydactyly;Holt-Oram syndrome 142900;Radial Ray abnormality"
7130,TFAP2B,Limb disorders,gene_panel_384,"Polydactyly;Clinodactyly;Char syndrome, 169100"
7131,TGDS,Limb disorders,gene_panel_384,Catel-Manzke syndrome 616145
7132,TMEM67,Limb disorders,gene_panel_384,"COACH syndrome 216360;Joubert syndrome 6 610688;Meckel syndrome 3 607361;{Bardet-Biedl syndrome 14, modifier of} 615991;Polydactyly"
7133,TP63,Limb disorders,gene_panel_384,"ULT syndrome 103285;Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3 604292;Hay-Wells syndrome 106260;Limb-mammary syndrome 603543;Orofacial cleft 8 129400;Rapp-Hodgkin syndrome 129400;Split-hand/foot malformation 4 605289"
7134,TRPS1,Limb disorders,gene_panel_384,"Trichorhinophalangeal syndrome, type I 190350;Trichorhinophalangeal syndrome, type III 190351"
7135,TRPV4,Limb disorders,gene_panel_384,"Digital arthropathy-brachydactyly, familial 606835"
7136,TTC8,Limb disorders,gene_panel_384,"Polydactyly;Bardet-Biedl syndrome 8, 615985"
7137,TWIST1,Limb disorders,gene_panel_384,"Robinow-Sorauf syndrome, 180750;Saethre-Chotzen syndrome, 101400;Polydactyly"
7138,TXNDC15,Limb disorders,gene_panel_384,Meckel-Gruber syndrome
7139,UBE2T,Limb disorders,gene_panel_384,"Fanconi Anemia, Complementation Group T, 616435"
7140,USP9X,Limb disorders,gene_panel_384,"Mental retardation, X-linked 99, syndromic, female-restricted;Polydactyly"
7141,WDPCP,Limb disorders,gene_panel_384,"?Congenital heart defects, hamartomas of tongue, and polysyndactyly 217085;?Bardet-Biedl syndrome 15, 615992"
7142,WDR60,Limb disorders,gene_panel_384,Short-rib thoracic dysplasia 8 with or without polydactyly 615503;Polydactyly
7143,WNT10B,Limb disorders,gene_panel_384,"Split-hand/foot malformation 6, OMIM:225300"
7144,WNT5A,Limb disorders,gene_panel_384,"Robinow syndrome, autosomal dominant 1 180700"
7145,WNT7A,Limb disorders,gene_panel_384,"Polydactyly;Ulna and fibula, absence of, with severe limb deficiency 276820;absence of a radius;Fuhrmann syndrome, 228930;Fuhrmann syndrome 228930;Ulna and fibula, absence of, with severe limb deficiency, 276820;Short, bowed radii"
7146,ZIC3,Limb disorders,gene_panel_384,"VACTERL association, X-linked 314390"
7147,ZSWIM6,Limb disorders,gene_panel_384,Acromelic frontonasal dysostosis 603671
8592,AAAS,Hereditary ataxia - adult onset,gene_panel_466,"Achalasia-addisonianism-alacrimia syndrome, OMIM:231550;Triple-A syndrome, MONDO:0009279"
8593,ABHD12,Hereditary ataxia - adult onset,gene_panel_466,"Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa, and cataract;Polyneuropathy, Hearing Loss, Ataxia, Retinitis Pigmentosa and Cataract (PHARC);Polyneuropathy, hearing loss, ataxia, retinitis pigmentosa and cataract, 612674"
8594,ADCY5,Hereditary ataxia - adult onset,gene_panel_466,Familial dyskinesia 606703;Dyskinesia with facial myokymia
8595,AFG3L2,Hereditary ataxia - adult onset,gene_panel_466,"Spastic ataxia 5, autosomal recessive OMIM:614487;spastic ataxia 5 MONDO:0013776;Spinocerebellar ataxia 28 OMIM:610246;spinocerebellar ataxia type 28 MONDO:0012450"
8596,ANO10,Hereditary ataxia - adult onset,gene_panel_466,"Spinocerebellar ataxia autosomal recessive type 10, 613728;Spinocerebellar ataxia, autosomal recessive 10"
8597,APTX,Hereditary ataxia - adult onset,gene_panel_466,"Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia;Ataxia with Oculomotor Apraxia;Early onset ataxia with oculomotor apraxia and hypoalbuminemia"
8598,ARMC9,Hereditary ataxia - adult onset,gene_panel_466,"Joubert syndrome 30, 617622"
8599,ARSA,Hereditary ataxia - adult onset,gene_panel_466,"Metachromatic leukodystrophy (#250100);Metachromatic Leukodystrophy, 250100"
8600,ATCAY,Hereditary ataxia - adult onset,gene_panel_466,"Ataxia, cerebellar, Cayman type OMIM:601238;Cayman type cerebellar ataxia MONDO:0011025"
8601,ATM,Hereditary ataxia - adult onset,gene_panel_466,"Ataxia-telangiectasia, OMIM:208900"
8602,ATP1A2,Hereditary ataxia - adult onset,gene_panel_466,"Alternating hemiplegia of childhood 1, 104290;Familial hemiplegic migraine 2, 602481"
8603,ATP1A3,Hereditary ataxia - adult onset,gene_panel_466,"Cerebellar ataxia, areflexia, pes cavus, optic atrophy and sensorineural hearing loss (CAPOS, #601338);Alternating hemiplegia of childhood 2, 614820;Dystonia-12, 128235;Alternating hemiplegia of childhood 2 (#614820) and Dystonia 12 (#128235);ALTERNATING HEMIPLEGIA OF CHILDHOOD 2, 614820;CAPOS syndrome, 601338;DYSTONIA 12, 128235"
8604,ATP7B,Hereditary ataxia - adult onset,gene_panel_466,"Wilson disease 277900;Wilson disease, 277900"
8605,AUH,Hereditary ataxia - adult onset,gene_panel_466,"3-methylglutaconic aciduria, type I, OMIM:250950"
8606,B3GALNT2,Hereditary ataxia - adult onset,gene_panel_466,"Muscular dystrophy-dystroglycanopathy type A11, 615181"
8607,BRF1,Hereditary ataxia - adult onset,gene_panel_466,Cerebrofaciodental syndrome
8608,CA8,Hereditary ataxia - adult onset,gene_panel_466,"Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3;Cerebellar ataxia and mental retardation with or without quadrupedal locomotion 3, 613227"
8609,CACNA1A,Hereditary ataxia - adult onset,gene_panel_466,"Episodic ataxia, type 2, OMIM:108500;Migraine, familial hemiplegic, 1, with progressive cerebellar ataxia, OMIM:141500"
8610,CACNA1G,Hereditary ataxia - adult onset,gene_panel_466,"Spinocerebellar ataxia 42, 616795;early-onset SCA42 with neurodevelopmental deficits, 618087"
8611,CAMTA1,Hereditary ataxia - adult onset,gene_panel_466,"Cerebellar ataxia with mental retardation, 614756;Cerebellarataxia, nonprogressive, with mental retardation, 614756"
8612,CAPN1,Hereditary ataxia - adult onset,gene_panel_466,"Spastic paraplegia type 76, 616907"
8613,CASK,Hereditary ataxia - adult onset,gene_panel_466,"FG syndrome 4, 300422;Mental retardation and microcephaly with pontine and cerebellar hypoplasia, 300749"
8614,CLCN2,Hereditary ataxia - adult onset,gene_panel_466,"Leukoencephalopathy with ataxia, OMIM:615651"
8615,CLN6,Hereditary ataxia - adult onset,gene_panel_466,"Ceroid neuronal lipofuscinosis kufs type, 204300;Ceroid lipofuscinosis, neuronal, 6, 601780;Ceroid lipofuscinosis, neuronal, Kufs type, adult onset, 204300;Ceroid neuronal lipofuscinosis 6, 601780"
8616,COA7,Hereditary ataxia - adult onset,gene_panel_466,"Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3 OMIM:618387;spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 3 MONDO:0020770"
8617,COASY,Hereditary ataxia - adult onset,gene_panel_466,"Pontocerebellar hypoplasia type 12, 618266;Neurodegeneration with brain iron accumulation 6, 615643"
8618,COG5,Hereditary ataxia - adult onset,gene_panel_466,"Congenital disorder of glycosylation type 2i, 613612;Congenital disorder of glycosylation, type Iii 613612"
8619,COQ8A,Hereditary ataxia - adult onset,gene_panel_466,"Spinocerebellar Ataxia Type;Primary coenzyme Q10 deficiency 4, 612016;Coenzyme Q10 deficiency, primary 4, 612016"
8620,COX20,Hereditary ataxia - adult onset,gene_panel_466,"Mitochondrial complex IV deficiency, 220110;Mitochondrial complex IV deficiency"
8621,CP,Hereditary ataxia - adult onset,gene_panel_466,"Hemosiderosis, systemic, due to aceruloplasminemia, 604290;Cerebellar ataxia, 604290;Aceruloplasminemia, 604290"
8622,CSTB,Hereditary ataxia - adult onset,gene_panel_466,"Epilepsy, progressive myoclonic 1A (Unverricht and Lundborg), OMIM:254800"
8623,CWF19L1,Hereditary ataxia - adult onset,gene_panel_466,"Spinocerebellar ataxia, autosomal recessive 17, 616127;Autosomal recessive spinocerebellar ataxia type 17, 616127"
8624,CYP27A1,Hereditary ataxia - adult onset,gene_panel_466,"Cerebrotendinous xanthomatosis, 213700"
8625,CYP2U1,Hereditary ataxia - adult onset,gene_panel_466,"Spastic paraplegia type 56, 615030;Autosomal recessive spastic paraplegia 56 (#615030)   complex form of disorder, ataxia not yet identified in affected patients."
8626,DARS2,Hereditary ataxia - adult onset,gene_panel_466,"Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation;Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation, 611105"
8627,DDHD2,Hereditary ataxia - adult onset,gene_panel_466,"Spastic paraplegia 54;Autosomal recessive paraplegia 54 (#615033). Complex form of disease ataxia reported amongst the phenotypic features in Citterio et al. (2014), Journal of Neurology, 261, pp.373-381 and Doi et al. (2014), Scientific Reports, 4, 7132."
8628,DNAJC19,Hereditary ataxia - adult onset,gene_panel_466,"3-methylglutaconic aciduria, type V 610198;dilated cardiomyopathy with ataxia (DCMA) syndrome;3-methylglutaconic aciduria type V, 610198"
8629,DNAJC5,Hereditary ataxia - adult onset,gene_panel_466,"Ceroid neuronal lipofuscinosis 4, Parry type, 162350;Ceroid lipofuscinosis, neuronal, 4, Parry type 162350"
